Date,Open,High,Low,Close,Volume,Adj Close
2015-10-27,37.80,41.50,35.30,40.57,16331400,40.57
2015-10-26,38.48,40.88,37.81,39.00,24239300,39.00
2015-10-23,33.99,37.38,33.99,37.38,19944200,37.38
2015-10-22,31.61,34.68,31.31,33.98,8740500,33.98
2015-10-21,35.98,36.98,32.37,32.37,6697100,32.37
2015-10-20,35.60,36.50,35.31,35.97,3994400,35.97
2015-10-19,37.00,37.15,35.20,35.73,6327400,35.73
2015-10-16,35.20,38.10,35.00,37.36,9663600,37.36
2015-10-15,34.01,35.19,33.80,35.16,5280300,35.16
2015-10-14,34.80,35.40,34.00,34.61,4625700,34.61
2015-10-13,34.50,35.30,34.01,35.00,4997700,35.00
2015-10-12,34.09,35.27,33.80,34.69,7342400,34.69
2015-10-09,33.70,34.30,33.52,33.91,2901500,33.91
2015-10-08,34.58,35.19,33.11,34.58,4544000,34.58
2015-10-07,34.16,34.16,34.16,34.16,000,34.16
2015-10-06,34.16,34.16,34.16,34.16,000,34.16
2015-10-05,34.16,34.16,34.16,34.16,000,34.16
2015-10-02,34.16,34.16,34.16,34.16,000,34.16
2015-10-01,34.16,34.16,34.16,34.16,000,34.16
2015-09-30,36.50,37.02,33.90,34.16,3661300,34.16
2015-09-29,36.00,37.56,35.14,37.02,3530400,37.02
2015-09-28,38.14,38.14,38.14,38.14,000,38.14
2015-09-25,33.90,38.49,33.05,38.14,3012000,38.14
2015-09-24,68.43,72.11,68.43,70.40,3248900,35.05
2015-09-23,130.02,137.38,130.00,135.92,2211800,67.67
2015-09-22,136.32,137.36,131.80,132.02,1561100,65.73
2015-09-21,135.02,139.40,132.42,137.26,2199200,68.34
2015-09-18,134.56,140.22,133.60,137.36,2718300,68.39
2015-09-17,126.00,141.20,121.12,139.72,5750200,69.56
2015-09-16,127.32,137.92,122.02,129.22,4799500,64.33
2015-09-15,115.00,128.00,109.06,127.70,3967500,63.58
2015-09-14,121.16,121.16,109.62,118.68,4234400,59.09
2015-09-11,109.96,122.76,109.96,121.80,4551500,60.64
2015-09-10,99.32,111.60,98.00,111.60,4902700,55.56
2015-09-09,96.20,103.24,95.20,101.46,3667600,50.51
2015-09-08,87.20,96.00,84.80,95.78,3835500,47.69
2015-09-07,85.98,89.60,85.02,87.28,2751700,43.45
2015-09-04,84.80,84.80,84.80,84.80,000,42.22
2015-09-03,84.80,84.80,84.80,84.80,000,42.22
2015-09-02,84.80,94.40,84.80,84.80,3797900,42.22
2015-09-01,97.94,97.94,94.22,94.22,1198700,46.91
2015-08-31,107.80,109.00,104.68,104.68,3839000,52.12
2015-08-28,108.80,118.20,101.44,116.30,8069600,57.90
2015-08-27,108.00,115.20,99.98,112.72,3825600,56.12
2015-08-26,108.08,119.98,108.02,108.02,3810400,53.78
2015-08-25,120.02,120.02,120.02,120.02,370500,59.75
2015-08-24,140.00,140.02,133.36,133.36,808000,66.40
2015-08-21,150.02,156.88,141.58,148.18,3969300,73.77
2015-08-20,160.00,161.00,151.64,157.30,5502400,78.31
2015-08-19,149.00,162.26,147.72,161.40,8553100,80.36
2015-08-18,147.80,151.32,146.00,151.14,5214000,75.25
2015-08-17,147.20,148.00,142.94,146.74,1306000,73.06
2015-08-14,148.22,149.90,145.20,148.14,1477900,73.75
2015-08-13,145.66,150.20,141.60,149.08,1655400,74.22
2015-08-12,151.20,152.40,148.76,150.10,1322400,74.73
2015-08-11,154.00,156.00,150.02,154.66,3538800,77.00
2015-08-10,160.40,160.40,154.00,157.54,4286700,78.43
2015-08-07,154.36,161.16,148.24,157.64,4823500,78.48
2015-08-06,154.00,157.00,148.04,155.34,2221100,77.34
2015-08-05,159.92,159.92,150.02,158.20,3686400,78.76
2015-08-04,158.20,160.00,146.88,159.90,3193300,79.61
2015-08-03,146.72,151.60,137.20,150.66,3063100,75.01
2015-07-31,146.80,156.20,141.04,152.32,4544500,75.84
2015-07-30,154.00,160.60,144.60,153.32,3775600,76.33
2015-07-29,147.80,162.00,137.02,159.08,4891400,79.20
