Date,Open,High,Low,Close,Volume,Adj Close
2015-10-27,12.40,12.78,11.91,12.58,9001800,12.58
2015-10-26,12.49,12.63,12.18,12.57,11937700,12.57
2015-10-23,12.10,12.43,11.88,12.23,9574500,12.23
2015-10-22,11.72,12.09,11.60,12.03,6632800,12.03
2015-10-21,12.30,12.90,11.50,11.68,17796500,11.68
2015-10-20,11.76,12.68,11.76,12.64,12389200,12.64
2015-10-19,11.83,11.97,11.60,11.75,6852700,11.75
2015-10-16,11.88,11.96,11.60,11.89,9445700,11.89
2015-10-15,11.20,11.93,11.20,11.89,6500300,11.89
2015-10-14,11.56,11.58,11.10,11.21,4455900,11.21
2015-10-13,10.99,11.68,10.95,11.56,9081400,11.56
2015-10-12,10.54,11.31,10.51,11.07,10725700,11.07
2015-10-09,10.35,10.56,10.33,10.50,6166500,10.50
2015-10-08,10.40,10.55,10.18,10.40,5746600,10.40
2015-10-07,9.97,9.97,9.97,9.97,000,9.97
2015-10-06,9.97,9.97,9.97,9.97,000,9.97
2015-10-05,9.97,9.97,9.97,9.97,000,9.97
2015-10-02,9.97,9.97,9.97,9.97,000,9.97
2015-10-01,9.97,9.97,9.97,9.97,000,9.97
2015-09-30,9.88,10.16,9.87,9.97,2902600,9.97
2015-09-29,9.91,10.02,9.71,9.79,3999200,9.79
2015-09-28,9.85,9.85,9.85,9.85,000,9.85
2015-09-25,10.14,10.27,9.72,9.85,3796000,9.85
2015-09-24,10.04,10.31,9.93,10.20,5427900,10.20
2015-09-23,10.15,10.30,9.90,9.92,4673800,9.92
2015-09-22,10.30,10.63,10.13,10.31,6158200,10.31
2015-09-21,9.70,10.39,9.64,10.34,7263900,10.34
2015-09-18,9.61,9.85,9.38,9.80,5145400,9.80
2015-09-17,9.69,9.93,9.49,9.53,6695100,9.53
2015-09-16,9.00,9.85,8.98,9.70,7658900,9.70
2015-09-15,9.41,9.80,8.75,8.95,7228100,8.95
2015-09-14,10.64,10.72,9.52,9.53,5938000,9.53
2015-09-11,10.40,10.61,10.23,10.58,4230500,10.58
2015-09-10,10.60,10.75,10.28,10.34,6101500,10.34
2015-09-09,10.63,11.05,10.46,10.87,8160400,10.87
2015-09-08,9.76,10.53,9.65,10.51,6986900,10.51
2015-09-07,9.63,10.07,9.63,9.71,5881000,9.71
2015-09-04,9.53,9.53,9.53,9.53,000,9.53
2015-09-03,9.53,9.53,9.53,9.53,000,9.53
2015-09-02,9.10,10.28,9.10,9.53,10878800,9.53
2015-09-01,10.87,11.00,9.95,9.95,8295800,9.95
2015-08-31,11.40,11.40,10.80,11.05,7713700,11.05
2015-08-28,10.82,11.56,10.70,11.50,10062400,11.50
2015-08-27,9.99,10.65,9.81,10.61,7594300,10.61
2015-08-26,9.98,10.65,9.31,9.89,13060700,9.89
2015-08-25,9.79,10.52,9.79,9.79,14448000,9.79
2015-08-24,11.25,11.37,10.88,10.88,7856500,10.88
2015-08-21,12.49,12.94,11.81,12.09,10347000,12.09
2015-08-20,12.65,13.30,12.50,12.70,7719300,12.70
2015-08-19,12.36,12.94,11.71,12.81,10715300,12.81
2015-08-18,13.99,14.00,12.62,12.62,12891500,12.62
2015-08-17,13.85,14.04,13.30,14.02,11859400,14.02
2015-08-14,14.37,14.60,14.00,14.12,8166300,14.12
2015-08-13,13.70,14.37,13.50,14.23,11947500,14.23
2015-08-12,14.13,14.81,13.87,13.91,15273600,13.91
2015-08-11,13.58,14.88,13.41,14.24,18957400,14.24
2015-08-10,13.43,13.86,13.10,13.77,12457900,13.77
2015-08-07,12.79,13.23,12.72,13.20,12597000,13.20
2015-08-06,12.51,12.87,12.41,12.63,6013100,12.63
2015-08-05,13.00,13.22,12.61,12.80,7899000,12.80
2015-08-04,12.08,13.19,12.00,13.12,11417700,13.12
2015-08-03,12.17,12.38,11.30,12.03,10254400,12.03
2015-07-31,12.30,12.80,12.00,12.40,9164100,12.40
2015-07-30,12.48,13.20,12.00,12.39,15167800,12.39
2015-07-29,11.69,12.55,11.24,12.46,10278500,12.46
2015-07-28,11.08,12.12,10.85,11.42,13333800,11.42
2015-07-27,12.84,13.35,11.84,11.84,15113500,11.84
2015-07-24,13.47,13.90,12.80,13.16,18622100,13.16
2015-07-23,13.09,13.60,12.75,13.51,18799400,13.51
2015-07-22,13.12,13.39,12.79,13.18,19354700,13.18
2015-07-21,12.81,13.65,12.51,13.18,16620600,13.18
2015-07-20,12.90,13.60,12.62,13.10,24869600,13.10
2015-07-17,11.62,12.62,11.40,12.62,25476000,12.62
2015-07-16,10.20,11.66,10.05,11.47,24007800,11.47
2015-07-15,11.50,11.85,10.58,10.60,29667700,10.60
2015-07-14,11.50,11.76,11.20,11.76,31732000,11.76
2015-07-13,10.69,10.69,10.45,10.69,16848200,10.69
2015-07-10,9.72,9.72,9.38,9.72,7667500,9.72
2015-07-09,8.03,8.84,8.02,8.84,24670000,8.84
2015-07-08,8.00,8.65,8.00,8.04,44508900,8.04
2015-07-07,9.94,10.68,8.89,8.89,31988500,8.89
2015-07-06,11.08,11.08,9.07,9.88,28168000,9.88
2015-07-03,10.70,11.41,10.07,10.07,21413900,10.07
2015-07-02,12.67,12.69,11.17,11.19,17447800,11.19
2015-07-01,13.26,14.13,12.36,12.41,12596500,12.41
2015-06-30,12.78,13.70,11.48,13.56,16325200,13.56
2015-06-29,14.40,14.60,12.76,12.76,16792900,12.76
2015-06-26,15.27,15.50,14.18,14.18,11553800,14.18
2015-06-25,16.49,17.10,15.00,15.76,11464800,15.76
2015-06-24,16.37,16.65,16.00,16.51,10566300,16.51
2015-06-23,16.25,16.78,14.76,16.01,11804200,16.01
2015-06-22,16.38,16.38,16.38,16.38,000,16.38
2015-06-19,16.52,17.25,16.36,16.38,11327200,16.38
2015-06-18,17.55,18.15,16.65,17.11,12359400,17.11
2015-06-17,17.23,17.86,16.05,17.59,15943400,17.59
2015-06-16,18.16,18.26,17.07,17.12,21084400,17.12
2015-06-15,19.75,19.93,18.56,18.61,21953400,18.61
2015-06-12,19.70,20.08,19.29,19.71,23196900,19.71
2015-06-11,18.64,20.42,18.64,20.08,28282600,20.08
2015-06-10,18.50,18.88,18.03,18.63,17341900,18.63
2015-06-09,18.35,19.20,18.12,18.70,24778900,18.70
2015-06-08,18.70,19.55,18.52,18.54,43586900,18.54
2015-06-05,17.47,18.86,17.12,18.82,48152800,18.82
2015-06-04,16.78,17.20,16.00,17.18,22720500,17.18
2015-06-03,17.25,17.30,16.41,16.69,18941700,16.69
2015-06-02,16.60,17.28,16.35,17.17,26623500,17.17
2015-06-01,16.00,16.67,15.83,16.56,23238600,16.56
2015-05-29,15.89,16.28,14.79,15.95,23430800,15.95
2015-05-28,17.59,17.67,15.89,15.89,32489900,15.89
2015-05-27,16.73,17.96,16.46,17.65,37119900,17.65
2015-05-26,16.40,17.04,16.08,16.54,33379900,16.54
2015-05-25,15.67,16.64,15.53,16.42,33511100,16.42
2015-05-22,14.93,16.05,14.58,15.92,31671500,15.92
2015-05-21,14.28,14.80,14.20,14.76,15634000,14.76
2015-05-20,14.23,14.58,14.09,14.30,18175600,14.30
2015-05-19,13.57,14.40,13.57,14.27,16000500,14.27
2015-05-18,13.65,13.85,13.45,13.55,11268000,13.55
2015-05-15,13.73,13.97,13.42,13.75,12110800,13.75
2015-05-14,13.86,13.91,13.50,13.84,14502100,13.63
2015-05-13,14.07,14.07,13.69,13.86,15062900,13.6497
2015-05-12,14.18,14.25,13.75,14.07,14417000,13.85651
2015-05-11,14.00,14.20,13.58,14.15,10844700,13.9353
2015-05-08,13.21,13.78,13.10,13.75,11121000,13.54137
2015-05-07,13.36,13.50,12.85,13.04,10049000,12.84214
2015-05-06,14.12,14.50,13.30,13.35,14685800,13.14744
2015-05-05,15.15,15.34,14.26,14.27,16073900,14.05348
2015-05-04,14.67,15.17,14.62,15.14,17799000,14.91027
2015-05-01,14.67,14.67,14.67,14.67,000,14.44741
2015-04-30,14.60,15.01,14.52,14.67,14116900,14.44741
2015-04-29,14.31,14.73,14.25,14.41,9557300,14.19135
2015-04-28,14.95,14.95,14.28,14.42,12433700,14.2012
2015-04-27,14.62,15.10,14.61,14.93,13989700,14.70346
2015-04-24,14.77,14.94,14.40,14.59,14487500,14.36862
2015-04-23,15.43,15.43,14.88,14.97,17384700,14.74285
2015-04-22,15.13,15.26,14.90,15.22,17207500,14.98906
2015-04-21,14.50,15.03,14.46,14.92,13786100,14.69361
2015-04-20,15.00,15.00,14.42,14.47,23721000,14.25044
2015-04-17,15.98,16.08,15.18,15.22,21260500,14.98906
2015-04-16,14.60,15.60,14.58,15.58,15471400,15.3436
2015-04-15,15.40,15.40,14.42,14.96,20629100,14.73301
2015-04-14,15.89,16.68,15.48,15.54,26136000,15.3042
2015-04-13,14.80,16.00,14.51,15.80,24060600,15.56026
2015-04-10,13.53,14.80,13.49,14.56,26763400,14.33908
2015-04-09,14.20,14.27,13.19,13.53,15980400,13.3247
2015-04-08,13.69,14.60,13.69,14.03,22207100,13.81712
2015-04-07,13.57,13.66,13.43,13.58,16132900,13.37394
2015-04-06,13.58,13.58,13.58,13.58,000,13.37394
2015-04-03,13.24,13.65,13.01,13.58,21255300,13.37394
2015-04-02,12.96,13.28,12.80,13.25,19273800,13.04895
2015-04-01,12.84,13.00,12.77,12.90,13686400,12.70426
2015-03-31,13.08,13.24,12.80,12.84,15833500,12.64517
2015-03-30,12.80,13.26,12.51,13.17,20655200,12.97017
2015-03-27,12.50,13.00,12.31,12.69,22498200,12.49745
2015-03-26,12.12,12.44,12.01,12.22,13807600,12.03458
2015-03-25,12.23,12.32,11.95,12.21,18785500,12.02473
2015-03-24,12.60,12.65,11.81,12.19,26633800,12.00504
2015-03-23,12.38,12.75,12.32,12.48,21925800,12.29064
2015-03-20,12.51,12.56,12.28,12.37,23938400,12.1823
2015-03-19,11.62,12.72,11.55,12.68,42474200,12.4876
2015-03-18,11.60,11.90,11.35,11.56,24503700,11.3846
2015-03-17,11.49,11.61,11.34,11.59,16898100,11.41414
2015-03-16,10.94,11.46,10.90,11.39,14063400,11.21717
2015-03-13,10.97,10.98,10.80,10.96,7257200,10.7937
2015-03-12,10.79,10.98,10.69,10.89,11266000,10.72476
2015-03-11,11.04,11.06,10.68,10.79,15344200,10.62628
2015-03-10,10.99,11.17,10.82,11.06,12242600,10.89218
2015-03-09,10.80,11.06,10.53,11.00,12104900,10.83309
2015-03-06,11.83,11.90,10.90,10.92,25501600,10.75431
2015-03-05,11.44,11.65,11.38,11.60,13258000,11.42399
2015-03-04,11.42,11.59,11.30,11.43,11383400,11.25657
2015-03-03,11.31,11.84,11.22,11.45,18926600,11.27626
2015-03-02,11.32,11.49,11.17,11.40,15129700,11.22702
2015-02-27,11.33,11.45,11.16,11.32,13317000,11.14824
2015-02-26,11.52,11.60,11.18,11.37,15990500,11.19748
2015-02-25,11.26,11.96,11.25,11.51,28869900,11.33535
2015-02-24,11.11,11.11,11.11,11.11,000,10.94142
2015-02-23,11.11,11.11,11.11,11.11,000,10.94142
2015-02-20,11.11,11.11,11.11,11.11,000,10.94142
2015-02-19,11.11,11.11,11.11,11.11,000,10.94142
2015-02-18,11.11,11.11,11.11,11.11,000,10.94142
2015-02-17,10.72,11.22,10.61,11.11,29167600,10.94142
2015-02-16,10.63,11.15,10.52,10.81,43408100,10.64598
2015-02-13,10.70,11.06,10.26,10.63,64156700,10.46871
2015-02-12,10.05,10.05,10.05,10.05,000,9.89751
2015-02-11,10.05,10.05,10.05,10.05,000,9.89751
2015-02-10,10.05,10.05,10.05,10.05,000,9.89751
2015-02-09,10.05,10.05,10.05,10.05,000,9.89751
2015-02-06,10.05,10.05,10.05,10.05,000,9.89751
2015-02-05,10.05,10.05,10.05,10.05,000,9.89751
2015-02-04,9.63,10.26,9.63,10.05,28411500,9.89751
2015-02-03,9.55,9.70,9.38,9.59,7109600,9.44449
2015-02-02,9.50,9.57,9.22,9.50,4969400,9.35585
2015-01-30,9.50,9.68,9.41,9.56,6984000,9.41494
2015-01-29,9.80,9.83,9.52,9.58,9016300,9.43464
2015-01-28,10.21,10.25,9.87,9.92,10636800,9.76948
2015-01-27,9.69,10.08,9.69,10.02,19789700,9.86796
2015-01-26,9.31,9.70,9.23,9.68,9526200,9.53312
2015-01-23,9.49,9.50,9.28,9.32,6426200,9.17858
2015-01-22,9.28,9.53,9.10,9.50,8956100,9.35585
2015-01-21,8.98,9.30,8.98,9.28,9207300,9.13919
2015-01-20,8.80,8.98,8.76,8.95,4577800,8.8142
2015-01-19,8.80,8.97,8.59,8.67,6482700,8.53845
2015-01-16,8.99,9.13,8.90,9.01,5046500,8.87329
2015-01-15,8.69,9.00,8.61,8.98,5471600,8.84374
2015-01-14,8.62,8.75,8.60,8.69,2904400,8.55814
2015-01-13,8.57,8.70,8.50,8.62,2951300,8.4892
2015-01-12,8.84,8.88,8.45,8.60,4419800,8.46951
2015-01-09,8.97,9.04,8.82,8.83,3305100,8.69602
2015-01-08,9.11,9.13,8.90,8.99,5320500,8.85359
2015-01-07,9.17,9.19,9.00,9.11,4943600,8.97177
2015-01-06,8.93,9.18,8.86,9.16,7133700,9.02101
2015-01-05,8.78,9.05,8.65,9.00,8825500,8.86344
2015-01-02,8.55,8.55,8.55,8.55,000,8.42027
2015-01-01,8.55,8.55,8.55,8.55,000,8.42027
2014-12-31,8.50,8.59,8.35,8.55,5716100,8.42027
2014-12-30,8.84,8.85,8.43,8.50,7027100,8.37103
2014-12-29,9.08,9.09,8.81,8.84,7668100,8.70587
2014-12-26,9.20,9.21,9.03,9.10,5287300,8.96192
2014-12-25,9.17,9.18,9.01,9.14,3970000,9.00132
2014-12-24,8.99,9.11,8.98,9.09,3375800,8.95207
2014-12-23,8.97,9.24,8.90,8.94,5421200,8.80435
