Date,Open,High,Low,Close,Volume,Adj Close
2015-10-28,0.632,0.632,0.621,0.622,467500,0.622
2015-10-27,0.612,0.634,0.607,0.633,1080200,0.633
2015-10-26,0.628,0.636,0.615,0.619,682300,0.619
2015-10-23,0.609,0.623,0.608,0.62,951300,0.62
2015-10-22,0.595,0.609,0.584,0.609,679900,0.609
2015-10-21,0.62,0.622,0.586,0.59,917500,0.59
2015-10-20,0.623,0.624,0.611,0.621,480200,0.621
2015-10-19,0.63,0.634,0.613,0.615,711100,0.615
2015-10-16,0.625,0.634,0.609,0.628,910300,0.628
2015-10-15,0.608,0.63,0.608,0.623,751400,0.623
2015-10-14,0.627,0.627,0.609,0.61,905000,0.61
2015-10-13,0.585,0.645,0.581,0.628,1627400,0.628
2015-10-12,0.568,0.593,0.568,0.593,1297100,0.593
2015-10-09,0.563,0.565,0.56,0.564,204000,0.564
2015-10-08,0.577,0.578,0.56,0.563,452600,0.563
2015-10-07,0.549,0.549,0.549,0.549,000,0.549
2015-10-06,0.549,0.549,0.549,0.549,000,0.549
2015-10-05,0.549,0.549,0.549,0.549,000,0.549
2015-10-02,0.549,0.549,0.549,0.549,000,0.549
2015-10-01,0.549,0.549,0.549,0.549,000,0.549
2015-09-30,0.56,0.56,0.541,0.549,184100,0.549
2015-09-29,0.555,0.558,0.54,0.548,146000,0.548
2015-09-28,0.548,0.548,0.548,0.548,000,0.548
2015-09-25,0.56,0.565,0.544,0.548,532200,0.548
2015-09-24,0.557,0.568,0.55,0.556,754900,0.556
2015-09-23,0.54,0.549,0.523,0.546,482100,0.546
2015-09-22,0.535,0.548,0.535,0.542,203400,0.542
2015-09-21,0.528,0.546,0.52,0.543,376100,0.543
2015-09-18,0.525,0.534,0.51,0.53,179300,0.53
2015-09-17,0.52,0.543,0.52,0.524,469700,0.524
2015-09-16,0.511,0.55,0.511,0.534,589500,0.534
2015-09-15,0.533,0.533,0.503,0.511,629700,0.511
2015-09-14,0.56,0.564,0.518,0.52,622800,0.52
2015-09-11,0.55,0.57,0.545,0.565,599200,0.565
2015-09-10,0.55,0.56,0.547,0.55,387600,0.55
2015-09-09,0.555,0.575,0.55,0.558,800200,0.558
2015-09-08,0.533,0.556,0.525,0.555,561200,0.555
2015-09-07,0.515,0.545,0.513,0.522,506400,0.522
2015-09-04,0.513,0.513,0.513,0.513,000,0.513
2015-09-03,0.513,0.513,0.513,0.513,000,0.513
2015-09-02,0.51,0.54,0.495,0.513,617300,0.513
2015-09-01,0.532,0.533,0.508,0.516,530100,0.516
2015-08-31,0.532,0.554,0.531,0.539,464800,0.539
2015-08-28,0.539,0.558,0.53,0.556,724400,0.556
2015-08-27,0.519,0.535,0.506,0.529,865200,0.529
2015-08-26,0.525,0.528,0.495,0.505,1410600,0.505
2015-08-25,0.506,0.54,0.494,0.495,1700300,0.495
2015-08-24,0.58,0.582,0.549,0.549,1322900,0.549
2015-08-21,0.611,0.629,0.602,0.61,628700,0.61
2015-08-20,0.621,0.635,0.619,0.625,383000,0.625
2015-08-19,0.61,0.639,0.601,0.634,809800,0.634
2015-08-18,0.681,0.681,0.614,0.617,1403000,0.617
2015-08-17,0.659,0.684,0.642,0.682,1438600,0.682
2015-08-14,0.66,0.673,0.65,0.659,1051000,0.659
2015-08-13,0.643,0.662,0.641,0.66,1052800,0.66
2015-08-12,0.64,0.659,0.635,0.648,952000,0.648
2015-08-11,0.634,0.649,0.634,0.648,1137200,0.648
2015-08-10,0.629,0.647,0.612,0.64,892900,0.64
2015-08-07,0.615,0.624,0.606,0.617,645900,0.617
2015-08-06,0.60,0.614,0.591,0.603,486700,0.603
2015-08-05,0.62,0.63,0.602,0.608,365700,0.608
2015-08-04,0.602,0.62,0.59,0.62,627800,0.62
2015-08-03,0.619,0.64,0.581,0.589,813900,0.589
2015-07-31,0.628,0.645,0.62,0.628,471100,0.628
2015-07-30,0.652,0.663,0.64,0.64,791200,0.64
2015-07-29,0.654,0.665,0.62,0.66,1169300,0.66
2015-07-28,0.571,0.666,0.571,0.648,1908400,0.648
2015-07-27,0.654,0.668,0.605,0.605,1607600,0.605
2015-07-24,0.682,0.695,0.67,0.672,1073800,0.672
2015-07-23,0.674,0.692,0.662,0.688,1638500,0.688
2015-07-22,0.661,0.674,0.652,0.673,511000,0.673
2015-07-21,0.672,0.68,0.651,0.669,595600,0.669
2015-07-20,0.66,0.695,0.66,0.672,725000,0.672
2015-07-17,0.63,0.688,0.63,0.68,1292700,0.66
2015-07-16,0.60,0.655,0.57,0.637,946900,0.61826
2015-07-15,0.66,0.664,0.612,0.612,1807800,0.594
2015-07-14,0.699,0.715,0.661,0.68,2132200,0.66
2015-07-13,0.66,0.706,0.658,0.706,3462000,0.68524
2015-07-10,0.608,0.642,0.606,0.642,1269800,0.62312
2015-07-09,0.478,0.584,0.478,0.584,2853800,0.56682
2015-07-08,0.531,0.531,0.531,0.531,613400,0.51538
2015-07-07,0.64,0.654,0.59,0.59,1268200,0.57265
2015-07-06,0.751,0.751,0.616,0.655,2951300,0.63574
2015-07-03,0.75,0.76,0.68,0.683,2096900,0.66291
2015-07-02,0.786,0.80,0.73,0.748,1648600,0.726
2015-07-01,0.828,0.852,0.751,0.766,1473600,0.74347
2015-06-30,0.75,0.83,0.729,0.828,2132400,0.80365
2015-06-29,0.805,0.827,0.72,0.769,2175000,0.74638
2015-06-26,0.861,0.863,0.786,0.787,2463000,0.76385
2015-06-25,0.911,0.912,0.87,0.873,957300,0.84732
2015-06-24,0.917,0.917,0.88,0.911,1139300,0.88421
2015-06-23,0.926,0.949,0.845,0.907,2042500,0.88032
