Date,Open,High,Low,Close,Volume,Adj Close
2015-10-28,62.15,63.30,60.63,60.89,2942500,60.89
2015-10-27,63.55,63.55,59.66,61.79,2938000,61.79
2015-10-26,65.28,65.94,62.55,63.90,2859900,63.90
2015-10-23,64.00,66.00,61.95,65.19,3858200,65.19
2015-10-22,59.00,65.00,59.00,64.20,5003200,64.20
2015-10-21,66.97,69.98,58.76,60.62,3947700,60.62
2015-10-20,62.995,65.55,62.05,65.29,3626900,32.645
2015-10-19,66.005,66.435,61.50,63.605,6486100,31.802
2015-10-16,255.76,268.44,252.20,261.72,3574100,130.86
2015-10-15,232.66,250.74,232.66,250.74,3307700,125.37
2015-10-14,230.60,230.60,227.00,227.94,1434800,113.97
2015-10-13,222.80,232.40,221.96,231.52,2518100,115.76
2015-10-12,220.00,233.40,218.02,221.96,3659000,110.98
2015-10-09,221.20,223.16,215.60,221.96,1849800,110.98
2015-10-08,228.10,232.04,220.96,221.46,2099200,110.73
2015-10-07,224.40,224.40,224.40,224.40,000,112.20
2015-10-06,224.40,224.40,224.40,224.40,000,112.20
2015-10-05,224.40,224.40,224.40,224.40,000,112.20
2015-10-02,224.40,224.40,224.40,224.40,000,112.20
2015-10-01,224.40,224.40,224.40,224.40,000,112.20
2015-09-30,223.14,226.92,217.16,224.40,606400,112.20
2015-09-29,217.78,223.00,216.02,221.02,658500,110.51
2015-09-28,214.66,224.00,211.98,220.96,900900,110.48
2015-09-25,222.36,226.34,217.00,217.06,467400,108.53
2015-09-24,224.20,233.80,222.70,225.46,880100,112.73
2015-09-23,229.98,229.98,222.06,224.80,748800,112.40
2015-09-22,234.02,237.20,229.20,231.94,729600,115.97
2015-09-21,222.50,238.80,220.02,233.76,1207200,116.88
2015-09-18,221.02,225.66,213.60,222.50,924000,111.25
2015-09-17,224.00,228.96,217.80,222.52,1256300,111.26
2015-09-16,212.00,230.22,208.20,226.22,1239300,113.11
2015-09-15,204.00,215.98,204.00,211.96,1255600,105.98
2015-09-14,224.56,224.56,205.88,209.82,1657200,104.91
2015-09-11,214.02,217.42,212.00,215.94,655800,107.97
2015-09-10,218.00,221.78,213.02,216.54,937500,108.27
2015-09-09,204.00,224.40,204.00,220.54,2250700,110.27
2015-09-08,187.68,204.24,187.14,204.00,1759400,102.00
2015-09-07,184.00,194.98,184.00,187.68,1300900,93.84
2015-09-04,184.00,184.00,184.00,184.00,000,92.00
2015-09-03,184.00,184.00,184.00,184.00,000,92.00
2015-09-02,180.56,195.70,180.30,184.00,1212900,92.00
2015-09-01,196.00,196.00,182.00,188.14,1664400,94.07
2015-08-31,204.88,204.88,196.04,196.24,1232600,98.12
2015-08-28,206.00,208.24,198.00,206.84,2178900,103.42
2015-08-27,191.26,202.60,191.26,201.88,1749800,100.94
2015-08-26,189.88,198.00,182.04,190.74,2111500,95.37
2015-08-25,177.56,198.00,176.00,184.74,5486600,92.37
2015-08-24,204.00,204.00,186.78,187.14,3708300,93.57
2015-08-21,204.00,213.80,200.24,207.54,2870300,103.77
2015-08-20,223.60,223.60,208.00,209.60,2325500,104.80
2015-08-19,220.00,227.52,216.76,225.80,3029300,112.90
2015-08-18,247.60,247.60,223.60,226.54,2195600,113.27
2015-08-17,242.10,249.16,234.40,247.50,1744200,123.75
2015-08-14,242.80,248.00,236.00,242.80,2448700,121.40
2015-08-13,223.02,246.16,220.00,246.00,4729700,123.00
2015-08-12,209.76,229.80,206.00,228.50,7281200,114.25
2015-08-11,228.86,235.86,219.30,219.78,5733300,109.89
2015-08-10,224.00,233.98,222.00,232.94,3573600,116.47
2015-08-07,212.20,222.00,209.02,219.74,1684700,109.87
2015-08-06,212.00,216.00,208.00,209.70,1780800,104.85
2015-08-05,226.70,230.58,208.20,214.86,2147900,107.43
2015-08-04,215.76,229.06,214.00,228.52,3427000,114.26
2015-08-03,200.00,213.98,192.04,213.94,7489900,106.97
2015-07-31,198.94,207.32,198.94,206.16,4786800,103.08
2015-07-30,214.00,218.08,200.00,203.00,3288900,101.50
2015-07-29,222.04,230.00,207.20,220.00,4069100,110.00
