Date,Open,High,Low,Close,Volume,Adj Close
2015-10-28,30.90,31.11,29.55,29.83,6064900,29.83
2015-10-27,29.80,31.16,28.42,31.01,8307000,31.01
2015-10-26,30.51,30.68,29.80,30.27,5870700,30.27
2015-10-23,29.18,30.16,29.18,30.05,6533300,30.05
2015-10-22,27.50,29.06,27.49,28.91,5842700,28.91
2015-10-21,30.16,30.58,27.36,27.50,7308300,27.50
2015-10-20,30.21,30.48,29.75,30.20,6239400,30.20
2015-10-19,29.97,30.63,29.20,29.70,6678400,29.70
2015-10-16,29.61,31.25,29.16,30.02,7959300,30.02
2015-10-15,28.39,29.57,28.10,29.51,6121600,29.51
2015-10-14,29.32,29.68,28.40,28.53,4593200,28.53
2015-10-13,28.90,29.52,28.70,29.32,5866800,29.32
2015-10-12,27.20,29.72,27.15,29.40,8962600,29.40
2015-10-09,26.74,27.11,26.61,27.02,4151900,27.02
2015-10-08,26.95,27.28,26.58,26.74,4729900,26.74
2015-10-07,25.69,25.69,25.69,25.69,000,25.69
2015-10-06,25.69,25.69,25.69,25.69,000,25.69
2015-10-05,25.69,25.69,25.69,25.69,000,25.69
2015-10-02,25.69,25.69,25.69,25.69,000,25.69
2015-10-01,25.69,25.69,25.69,25.69,000,25.69
2015-09-30,25.95,26.08,25.59,25.69,2253500,25.69
2015-09-29,25.72,26.25,25.40,25.82,2923500,25.82
2015-09-28,25.48,25.48,25.48,25.48,000,25.48
2015-09-25,27.00,27.30,25.21,25.48,4851600,25.48
2015-09-24,26.50,27.20,26.46,26.83,4255300,26.83
2015-09-23,26.40,26.95,26.18,26.47,4790600,26.47
2015-09-22,26.26,27.27,26.10,26.91,6860500,26.91
2015-09-21,25.00,26.50,24.61,26.29,5565100,26.29
2015-09-18,25.19,25.35,24.40,25.00,4029700,25.00
2015-09-17,25.15,26.96,24.70,24.78,7195200,24.78
2015-09-16,23.60,25.63,23.59,25.63,6888300,25.63
2015-09-15,25.00,25.50,23.28,23.30,6142800,23.30
2015-09-14,29.70,29.70,25.87,25.87,7194700,25.87
2015-09-11,28.60,29.20,28.00,28.74,5429900,28.74
2015-09-10,29.91,30.28,28.69,28.72,8890300,28.72
2015-09-09,30.20,31.30,29.78,30.72,14739500,30.72
2015-09-08,28.55,31.20,28.26,30.55,13244600,30.55
2015-09-07,28.10,29.94,27.67,29.49,17031100,29.49
2015-09-04,28.03,28.03,28.03,28.03,000,28.03
2015-09-03,28.03,28.03,28.03,28.03,000,28.03
2015-09-02,25.00,29.46,24.50,28.03,17836500,28.03
2015-09-01,26.48,28.85,24.21,26.78,11841600,26.78
2015-08-31,28.80,28.81,26.43,26.44,7475000,26.44
2015-08-28,28.00,29.68,27.09,29.37,11192300,29.37
2015-08-27,27.20,27.81,24.69,27.67,11607000,27.67
2015-08-26,25.60,27.17,24.51,26.86,13959600,26.86
2015-08-25,24.74,27.95,24.70,24.70,7383200,24.70
2015-08-24,29.11,30.01,27.44,27.44,5512800,27.44
2015-08-21,32.18,33.18,30.10,30.49,6834700,30.49
2015-08-20,34.95,35.98,32.66,32.73,7199800,32.73
2015-08-19,31.85,36.48,31.01,35.70,10406200,35.70
2015-08-18,37.88,39.34,34.43,34.43,8971200,34.43
2015-08-17,39.40,40.00,37.60,38.25,8246500,38.25
2015-08-14,38.00,40.35,37.52,39.89,12271500,39.89
2015-08-13,37.00,38.30,36.60,37.94,8307700,37.94
2015-08-12,39.51,40.95,38.00,38.03,10173400,38.03
2015-08-11,39.53,41.22,39.00,39.71,11688000,39.71
2015-08-10,38.60,40.00,38.57,39.58,11965900,39.58
2015-08-07,37.47,39.18,37.46,38.21,12685500,38.21
2015-08-06,39.60,41.00,37.50,38.29,17278000,38.29
2015-08-05,37.60,43.25,37.25,41.22,24354800,41.22
2015-08-04,39.52,40.91,35.56,39.44,25924500,39.44
2015-08-03,37.00,39.51,36.46,39.51,30431200,39.51
2015-07-31,33.35,35.92,33.32,35.92,13871600,35.92
2015-07-30,33.00,35.77,31.80,32.50,10632200,32.50
2015-07-29,31.30,33.09,29.60,33.07,8422500,33.07
2015-07-28,29.36,33.00,29.12,30.09,8987400,30.09
2015-07-27,34.69,36.84,32.35,32.35,10149400,32.35
2015-07-24,37.90,39.00,35.30,35.94,16737600,35.94
2015-07-23,33.30,37.03,33.12,37.03,14557300,37.03
2015-07-22,33.40,34.20,32.00,33.66,8985000,33.66
2015-07-21,30.85,34.58,30.21,33.83,8766700,33.83
2015-07-20,31.79,32.61,31.11,31.53,6928200,31.53
2015-07-17,30.39,32.58,30.03,31.97,5995900,31.97
2015-07-16,28.00,31.50,27.00,30.08,6576300,30.08
2015-07-15,31.50,32.49,29.90,29.90,7300500,29.90
2015-07-14,33.80,35.35,32.40,33.22,14902900,33.22
2015-07-13,32.26,32.30,30.12,32.30,8244000,32.30
2015-07-10,27.99,29.36,27.70,29.36,3415100,29.36
2015-07-09,22.10,26.69,22.10,26.69,9094500,26.69
2015-07-08,24.26,24.86,24.26,24.26,3397700,24.26
2015-07-07,28.00,28.89,26.96,26.96,4161900,26.96
2015-07-06,33.85,33.85,27.75,29.96,10494600,29.96
2015-07-03,29.98,32.73,28.86,30.77,8124600,30.77
2015-07-02,31.99,33.34,30.00,30.99,8633900,30.99
2015-07-01,32.50,35.35,31.50,31.69,10570400,31.69
2015-06-30,31.53,33.98,28.39,33.32,10996500,33.32
2015-06-29,35.70,35.95,31.54,31.54,9169600,31.54
2015-06-26,37.50,37.68,35.04,35.04,7574500,35.04
2015-06-25,41.50,41.50,38.85,38.93,10518200,38.93
2015-06-24,42.98,43.90,40.87,41.72,11766600,41.72
2015-06-23,42.02,43.02,38.85,42.13,10770500,42.13
2015-06-22,42.41,42.41,42.41,42.41,000,42.41
2015-06-19,43.44,44.58,42.41,42.41,12560300,42.41
2015-06-18,48.00,50.00,47.12,47.12,19966700,47.12
2015-06-17,54.00,56.40,52.35,52.35,5961400,52.35
2015-06-16,58.17,58.17,53.19,58.17,25686500,58.17
2015-06-15,52.88,52.88,52.88,52.88,187700,52.88
2015-06-12,48.07,48.07,48.07,48.07,39100,48.07
